"","from_id","to_id","travel_time_p50"
"482","42045407501","CityHall",105
"483","42101980702","CityHall",56
"484","42029302300","CityHall",161
"485","42091203103","CityHall",97
"486","42091203304","CityHall",153
"487","42091203803","CityHall",121
"488","42101004103","CityHall",31
"489","42101001302","CityHall",46
"490","42101039100","CityHall",43
"491","42101003200","CityHall",40
"492","42101006200","CityHall",46
"493","42101007800","CityHall",36
"494","42101013602","CityHall",29
"495","42101016400","CityHall",38
"496","42101018300","CityHall",81
"497","42101021500","CityHall",96
"498","42101024300","CityHall",45
"499","42101027200","CityHall",60
"500","42101028400","CityHall",53
"501","42045407801","CityHall",97
"502","42045407802","CityHall",97
"503","42045401101","CityHall",77
"504","42101033400","CityHall",64
"505","42101036202","CityHall",108
"506","42091200402","CityHall",108
"507","42101011100","CityHall",44
"508","42101014900","CityHall",34
"509","42101017800","CityHall",45
"510","42101024400","CityHall",42
"511","42101029400","CityHall",49
"512","42101031501","CityHall",80
"513","42101035602","CityHall",129
"514","42101036302","CityHall",109
"515","42101037600","CityHall",29
"516","42101009500","CityHall",49
"517","42101014202","CityHall",41
"518","42101980904","CityHall",72
"519","42101036303","CityHall",164
"520","42101006100","CityHall",72
"521","42101009000","CityHall",37
"522","42101014300","CityHall",54
"523","42101021100","CityHall",61
"524","42101017702","CityHall",46
"525","42101034502","CityHall",77
"526","42101023700","CityHall",69
"527","42101026800","CityHall",46
"528","42101028902","CityHall",79
"529","42101026400","CityHall",57
"530","42101010800","CityHall",41
"531","42101015700","CityHall",41
"532","42101018001","CityHall",51
"533","42101026200","CityHall",57
"534","42101028200","CityHall",41
"535","42101034400","CityHall",91
"536","42101035601","CityHall",107
"537","42045403300","CityHall",67
"538","42091205810","CityHall",129
"539","42091202500","CityHall",144
"540","42091210500","CityHall",105
"541","42017101100","CityHall",148
"542","42091205905","CityHall",101
"543","42045407600","CityHall",86
"544","42101020600","CityHall",62
"545","42045403502","CityHall",93
"546","42101036700","CityHall",26
"547","42101004201","CityHall",27
"548","42101017500","CityHall",46
"549","42101020101","CityHall",37
"550","42101030502","CityHall",61
"551","42101002200","CityHall",28
"552","42101000801","CityHall",35
"553","42101000500","CityHall",16
"554","42101027100","CityHall",56
"555","42101000200","CityHall",27
"556","42045401800","CityHall",73
"557","42101013200","CityHall",26
"558","42101032100","CityHall",57
"559","42029302600","CityHall",137
