"","from_id","to_id","travel_time_p50"
"497","42045407202","CityHall",144
"498","42045405200","CityHall",111
"499","42045407501","CityHall",102
"500","42101980702","CityHall",55
"501","42029302300","CityHall",161
"502","42017105300","CityHall",161
"503","42091203103","CityHall",89
"504","42091203304","CityHall",150
"505","42091203803","CityHall",105
"506","42101004103","CityHall",30
"507","42101001302","CityHall",44
"508","42101039100","CityHall",42
"509","42101003200","CityHall",35
"510","42101006200","CityHall",44
"511","42101007800","CityHall",34
"512","42101013602","CityHall",28
"513","42101016400","CityHall",36
"514","42101018300","CityHall",75
"515","42101021500","CityHall",89
"516","42101024300","CityHall",40
"517","42101027200","CityHall",56
"518","42101028400","CityHall",46
"519","42045407801","CityHall",89
"520","42045407802","CityHall",96
"521","42045401101","CityHall",77
"522","42101033400","CityHall",63
"523","42101036202","CityHall",107
"524","42017100500","CityHall",177
"525","42101980300","CityHall",107
"526","42091200402","CityHall",106
"527","42101011100","CityHall",43
"528","42101014900","CityHall",32
"529","42101017800","CityHall",44
"530","42101024400","CityHall",42
"531","42101029400","CityHall",45
"532","42101031501","CityHall",80
"533","42101035602","CityHall",126
"534","42101036302","CityHall",107
"535","42101037600","CityHall",28
"536","42101009500","CityHall",47
"537","42101014202","CityHall",40
"538","42101980904","CityHall",71
"539","42101036303","CityHall",140
"540","42101006100","CityHall",64
"541","42101009000","CityHall",36
"542","42101014300","CityHall",46
"543","42101021100","CityHall",60
"544","42101017702","CityHall",43
"545","42101034502","CityHall",74
"546","42101023700","CityHall",68
"547","42101026800","CityHall",44
"548","42101028902","CityHall",79
"549","42101026400","CityHall",50
"550","42101010800","CityHall",40
"551","42101015700","CityHall",39
"552","42101018001","CityHall",41
"553","42101026200","CityHall",50
"554","42101028200","CityHall",36
"555","42101034400","CityHall",87
"556","42101035601","CityHall",104
"557","42045403300","CityHall",67
"558","42091205810","CityHall",115
"559","42091202500","CityHall",140
"560","42091210500","CityHall",99
"561","42091204600","CityHall",102
"562","42017101100","CityHall",148
"563","42091205905","CityHall",93
"564","42045407600","CityHall",86
"565","42017100700","CityHall",179
"566","42101020600","CityHall",51
"567","42045403502","CityHall",90
"568","42101036700","CityHall",26
"569","42101004201","CityHall",26
"570","42101017500","CityHall",43
"571","42101020101","CityHall",35
"572","42101030502","CityHall",55
"573","42101002200","CityHall",24
"574","42101000801","CityHall",32
"575","42101000500","CityHall",14
"576","42101027100","CityHall",49
"577","42101000200","CityHall",26
"578","42045401800","CityHall",72
"579","42101013200","CityHall",25
"580","42101032100","CityHall",53
"581","42029302600","CityHall",132
