"","from_id","to_id","travel_time_p50"
"456","42101015200","CityHall",35
"457","42101018400","CityHall",98
"458","42101019900","CityHall",42
"459","42101038800","CityHall",79
"460","42101024700","CityHall",46
"461","42101027800","CityHall",43
"462","42101030200","CityHall",57
"463","42101031200","CityHall",77
"464","42101033300","CityHall",77
"465","42101033900","CityHall",69
"466","42101035500","CityHall",92
"467","42101035800","CityHall",97
"468","42101034702","CityHall",74
"469","42045403002","CityHall",116
"470","42045406201","CityHall",146
"471","42045400500","CityHall",58
"472","42045404101","CityHall",120
"473","42101010400","CityHall",42
"474","42101010500","CityHall",43
"475","42101039001","CityHall",50
"476","42101039002","CityHall",91
"477","42101014201","CityHall",31
"478","42101000701","CityHall",18
"479","42091205806","CityHall",93
"480","42091203402","CityHall",108
"481","42091206007","CityHall",138
"482","42101008802","CityHall",31
"483","42101013900","CityHall",35
"484","42101015102","CityHall",39
"485","42101017300","CityHall",49
"486","42029300201","CityHall",114
"487","42045404500","CityHall",138
"488","42045404102","CityHall",119
"489","42101000902","CityHall",28
"490","42101004101","CityHall",30
"491","42101028300","CityHall",47
"492","42101028901","CityHall",63
"493","42101012203","CityHall",55
"494","42101034501","CityHall",81
"495","42101013300","CityHall",25
"496","42045407202","CityHall",144
"497","42045405200","CityHall",126
"498","42045407501","CityHall",126
"499","42101980702","CityHall",60
"500","42029302300","CityHall",162
"501","42017105300","CityHall",161
"502","42091203103","CityHall",92
"503","42091203304","CityHall",150
"504","42091203803","CityHall",108
"505","42101004103","CityHall",38
"506","42101001302","CityHall",45
"507","42101039100","CityHall",43
"508","42101003200","CityHall",35
"509","42101006200","CityHall",45
"510","42101007800","CityHall",35
"511","42101013602","CityHall",29
"512","42101016400","CityHall",39
"513","42101018300","CityHall",81
"514","42101021500","CityHall",92
"515","42101024300","CityHall",40
"516","42101027200","CityHall",67
"517","42101028400","CityHall",48
"518","42045407801","CityHall",90
"519","42045407802","CityHall",96
"520","42045401101","CityHall",80
"521","42101033400","CityHall",64
"522","42101036202","CityHall",111
"523","42017100500","CityHall",177
"524","42101980300","CityHall",107
"525","42091200402","CityHall",107
"526","42101011100","CityHall",43
"527","42101014900","CityHall",33
"528","42101017800","CityHall",47
"529","42101024400","CityHall",48
"530","42101029400","CityHall",47
"531","42101031501","CityHall",81
"532","42101035602","CityHall",139
"533","42101036302","CityHall",107
"534","42101037600","CityHall",29
"535","42101009500","CityHall",47
"536","42101014202","CityHall",45
"537","42101980904","CityHall",75
"538","42101036303","CityHall",143
"539","42101006100","CityHall",67
"540","42101009000","CityHall",37
"541","42101014300","CityHall",48
"542","42101021100","CityHall",60
"543","42101017702","CityHall",44
"544","42101034502","CityHall",76
"545","42101023700","CityHall",68
"546","42101026800","CityHall",46
"547","42101028902","CityHall",81
"548","42101026400","CityHall",69
"549","42101010800","CityHall",42
"550","42101015700","CityHall",41
"551","42101018001","CityHall",42
"552","42101026200","CityHall",50
"553","42101028200","CityHall",43
"554","42101034400","CityHall",87
"555","42101035601","CityHall",117
"556","42045403300","CityHall",72
"557","42091205810","CityHall",115
"558","42091202500","CityHall",146
"559","42091210500","CityHall",99
"560","42091204600","CityHall",102
"561","42017101100","CityHall",149
"562","42091205905","CityHall",93
"563","42045407600","CityHall",92
"564","42017100700","CityHall",179
"565","42101020600","CityHall",52
"566","42045403502","CityHall",90
"567","42101036700","CityHall",27
"568","42101004201","CityHall",33
"569","42101017500","CityHall",48
"570","42101020101","CityHall",36
"571","42101030502","CityHall",60
"572","42101002200","CityHall",25
"573","42101000801","CityHall",32
"574","42101000500","CityHall",15
"575","42101027100","CityHall",50
"576","42101000200","CityHall",28
"577","42045401800","CityHall",75
"578","42101013200","CityHall",26
"579","42101032100","CityHall",54
"580","42029302600","CityHall",132
